REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 3.998	 4.152	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 4.005	 4.159	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 3.889	 4.038	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 3.899	 4.049	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 3.896	 4.046	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 3.874	 4.022	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 3.900	 4.051	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 3.917	 4.068	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 3.894	 4.043	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 3.886	 4.035	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 3.885	 4.033	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 3.893	 4.043	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 3.881	 4.029	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 3.884	 4.032	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 4.016	 4.170	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 4.031	 4.184	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 4.036	 4.189	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 4.037	 4.190	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 4.042	 4.195	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 4.044	 4.197	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 4.023	 4.177	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 3.885	 4.034	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 4.022	 4.175	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 3.996	 4.150	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 4.003	 4.157	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 3.997	 4.151	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 3.996	 4.150	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 4.028	 4.182	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 4.032	 4.185	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 4.024	 4.178	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 4.022	 4.176	 16000	nb
